Autor,Objeto (é imagem)?,Objeto,Enunciado,Alternativa a,Alternativa b,Alternativa c,Alternativa d,Alternativa e,Resposta,"Resolução 
(caso discursiva)","Origem
(Fonte)",Ano,"Disciplinas 
(Separadas por vírgula)",Grau de dificuldade,Nível de Ensino,"Tags
(Separadas por vírgula)"
Mupi,,,"<p>Atualmente, muitas pesquisas têm sido realizadas para a obtenção de fontes energéticas alternativas, que sejam viáveis economicamente e menos poluentes, a exemplo dos biocombustíveis, cada vez mais utilizados em veículos de transporte. Esses biocombustíveis podem ser obtidos a partir</p>",da incineração do lixo.,de produtos minerais biodegradáveis.,de fontes de energia não-renováveis.,de materiais radioativos.,de produtos vegetais.,e,,Etec,2010,8,M,3,"biocombustíveis, obtenção de biocombustíveis, sustentabilidade, fontes de energia, fontes de energia alternativas"
Mupi,,,"<p>Pequenos consumos podem parecer bobagem, mas
quando somados se tornam grandes gastos.</p>
<p>Para ajudarmos o nosso planeta e também
economizarmos o nosso salário, devemos desligar
os aparelhos e não os deixar no modo de espera,
conhecido por stand by.</p>
<p>Pensando nisso, considere a situação:</p>
<p>• um determinadoDVD consome 20 W em stand
by;</br>
• admita que esse DVD permaneça, em média,
23 horas por dia em stand by;</br>
• 1 kWh de energia equivale ao consumo de um
aparelho de 1000 W de potência durante uma
hora de uso (1 kWh = 1000 W ∙ 1 h);</br>
• o preço de 1 kWh é R$ 0,40.</p>
<p>Conclui-se que o consumo anual, em média, desse
aparelho em stand by é, aproximadamente, de</p><p class=""text-center""><img src=""https://s3.us-east-2.amazonaws.com/masteraula/images/question_images/etec-2010/img041.png""/></p>","R$ 7,00.","R$ 19,00.","R$ 38,00.","R$ 67,00.","R$ 95,00.",d,,Etec,2010,9,M,3,"energia, consumo de energia, custo de energia, sustentabilidade"
Mupi,,,"<p>As usinas hidrelétricas têm algumas vantagens em
relação a outras fontes de energia mais poluidoras.
Mas, ainda assim, a construção de hidrelétricas
provoca impactos ambientais negativos, e é por
isso que um cidadão ecoprático deve contribuir para
economizar energia elétrica, seja qual for sua fonte.</p>
<p>Dentre os principais impactos ambientais negativos,
provocados pelas hidrelétricas, é válido assinalar</p>",a grande queima de combustíveis e consequente poluição do ar.,a geração de poluição por cloro nas águas ribeirinhas próximas às represas.,a extinção de peixes pelo aquecimento das águas represadas pelas turbinas.,a perda de energia na transmissão por fios e aumento do aquecimento global.,a inundação de áreas anteriormente habitadas e com vida animal e vegetal abundante.,e,,Etec,2010,8,E,3,"hidrelétrica, usinas hidrelétricas, impacto ambiente, geração de energia"
Mupi,,,"<p>“Desta vala imunda a maior corrente da indústria humana flui para fertilizar o mundo todo. Deste esgoto imundo jorra ouro puro. Aqui a humanidade atinge o seu mais completo desenvolvimento e sua maior brutalidade, aqui a civilização faz milagres e o homem civilizado torna-se quase um selvagem.”</br> (HOBSBAWM, Eric J. A era das revoluções. Rio de Janeiro: Paz & Terra, 1979.)</p>
<p>Esta observação, feita por Alexis de Tocqueville em 1835, descreve a cidade de Manchester (Inglaterra) durante
a Revolução Industrial. A leitura do texto permite afirmar que o autor</p>","tinha um ponto de vista teocêntrico, pois a ação humana era compreendida como um verdadeiro milagre.","exaltava o processo de industrialização, que tornaria ainda melhores os seres humanos e a natureza ao seu
redor.","fazia uma defesa da política mercantilista, que tinha como prioridades o metalismo e as inovações tecnoló-
gicas.","constatava que a industrialização poderia trazer, como consequência, a degradação socioambiental.",defendia que a vida selvagem era melhor que a vida desenvolvida nas cidades industrializadas.,d,,Etec,2010,5,E,3,"industrialização, revolução industrial, inglaterra, Hobsbawm"
Mupi,,,"<p>A transformação da natureza pela sociedade é
necessária, pois é da natureza que extraímos
recursos que nos servem para manter a vida.
Porém, a partir das grandes Revoluções Industriais
vai ocorrendo uma destruição intensa e sistemática
das condições naturais, com a consolidação de um
modo global de produção e consumo conhecido
como Capitalismo.</p>
<p>Analise algumas afirmações sobre as características
básicas do Capitalismo:</p>
<p>I. Produção de bens planejada pelo Estado para
atender às necessidades do mercado interno, democraticamente reguladas pelos trabalhado-
res/consumidores.</br>
II. Produção tecnológica em massa de mercadorias, visando principalmente ao lucro particular
dos investidores capitalistas.</br>
III. Cultura consumista, isto é, incentivo ao consumo de bens supérfluos pela propaganda e
marketing, pela moda e grande mídia.</p>
<p>Como característica(s) básica(s) do modo capitalista
de produção e consumo, é válido afirmar</p>","I, apenas.","II, apenas.","III, apenas.","II e III, apenas.","I, II e III.",d,,Etec,2010,5,M,3,"capitalismo, modos de produção, características do capitalismo, consumo"
Mupi,,,"<p>O monóxido de carbono (CO) é um dos poluentes
mais perigosos para os habitantes das grandes
metrópoles. Ele se caracteriza por ser incolor e
inodoro. É produzido durante a queima incompleta
de moléculas orgânicas, e suas fontes são
principalmente os motores de veículos.
Esse gás pode acumular-se em locais fechados
ou parcialmente fechados, o que requer especial
vigilância e orientação como a colocação de placas,
que aparecem no interior de alguns túneis, com os
seguintes dizeres:</p><p class=""text-center""><img src=""https://s3.us-east-2.amazonaws.com/masteraula/images/question_images/etec-2010/img042.png""/></p><p>Todos podem colaborar mantendo sempre os veículos regulados e desligando os motores, quando
necessário.</p> A conscientização da população é importantíssima, pois esse gás em excesso</p>","pode se combinar com a hemoglobina do sangue, inutilizando-a para o transporte de oxigênio.","atua no sistema nervoso central provocando alu-
cinações, dores de cabeça, problemas de visão e perda da habilidade manual.",do a ocorrência das trocas gasosas nos alvéolos do a ocorrência das trocas gasosas nos alvéolos pulmonares.,"pode levar ao aquecimento do ambiente, o que
provoca o mau funcionamento das enzimas respi-
ratórias do sangue e a morte por asfixia.","reage com o vapor d’água da atmosfera, formando
um gás altamente tóxico que provoca a destruição
das hemácias do sangue e a parada respiratória.",a,,Etec,2010,"10, 8",M,3,"monóxido de carbono, reação de gases, carros, ingestão de monóxido de carbono"
Mupi,,,"<p>Marcelo e seu irmão alugaram uma casa de praia e, chegando ao local, frustraram-se ao ver a areia e o mar
cheios de manchas de petróleo.</p>
<p>Quando toneladas de petróleo são despejadas no oceano, geralmente por negligência humana, ondas de óleo
aparecem nas praias, nas encostas pedregosas e nos portos, e vários animais são cobertos por uma fina e
grudenta camada de óleo, sucumbindo a uma morte lenta e agonizante.</p>
<p>Essas grandes manchas negras, que se formam sobre a superfície dos oceanos, ocorrem porque o petróleo</p>",forma precipitado com a água do mar.,tem menor densidade que a água do mar e é insolúvel nesse meio.,tem maior densidade que a água do mar e é solúvel nesse meio.,forma mistura homogênea com a água do mar.,reage com a água do mar formando uma substância negra.,b,,Etec,2010,10,E,3,"petróleo, densidade, vazamento de petróleo, óleo e água"
Mupi,,,"<p>O filósofo René Descartes valorizava, no ser humano, a capacidade de raciocínio, colocando o indivíduo em
posição central no conjunto da natureza. Em seu Discurso sobre o Método, de 1637, o filósofo afirmou que os
seres humanos seriam “senhores e possuidores” da natureza.</p>
<p>Este ponto de vista, predominante no século XVII, se opõe ao ponto de vista ecoprático atual, porque</p>","no século XVII, enfatizava-se a exploração da natureza e, atualmente, enfatiza-se a sustentabilidade.","Descartes já criticava o desenvolvimento industrial da Inglaterra naquele período, como também o fazem os ecologistas de hoje.","o filósofo defendia uma atitude solidária do ser humano para com o meio ambiente, visando a sua preservação.",o ponto de vista cartesiano contrariava o pensamento antropocêntrico desenvolvido na Idade Moderna.,"na Idade Média, época de Descartes, predominavam as explicações religiosas, hoje abandonadas.",a,,Etec,2010,"12, 5",M,3,"Descartes, antropocentrismo, Idade Moderna"
Mupi,,,"<p>São Paulo já foi terra da garoa. Hoje é a terra da chuva ácida. A chuva ácida ocorre em regiões de alta
concentração de poluentes provenientes da queima de combustíveis fósseis, por isso uma atitude ecoprática
é, sempre que possível, reduzir o uso de veículos motorizados.</p>
<p>Um técnico, para monitorar as condições da cidade, analisou o pH das amostras I, II e III de chuva ácida. Com
essas amostras, de mesmo volume e de mesma temperatura, obteve os resultados:</p><p class=""text-center""><img src=""https://s3.us-east-2.amazonaws.com/masteraula/images/question_images/etec-2010/img043.png""/></p><p>A análise do técnico permite afirmar que a amostra</p>",II é mais ácida que as amostras I e III.,I é mais ácida que a amostra II.,III é mais ácida que as amostras I e II.,I possui maior quantidade de íons H+ que a amostra II.,III possui maior quantidade de íons H+ que as amostras I e II.,a,,Etec,2010,10,E,3,"pH, chuva ácida, ácidos e bases"
Mupi,,,"<p>O prefeito de uma determinada cidade consultou a população, que tem forte consciência ecológica e pratica
princípios de sustentabilidade, para autorizar a instalação de uma nova indústria na região.</p>
<p>Para tanto, a comunidade pesquisou e decidiu que, tendo em vista o fato de a cidade ficar em uma região
chuvosa, é importante, para evitar problemas decorrentes da chuva ácida, que a indústria a ser instalada tenha
um rígido controle nas suas emissões de gás</p>",N<sub>2</sub>,O<sub>2</sub>,CO<sub>2</sub>,SO<sub>2</sub>,H<sub>2</sub>,d,,Etec,2010,10,M,3,"chuva ácida, pH, emissão de gases, indústria, impacto ambiental"
Mupi,,,"<p>A energia limpa é aquela que, durante os processos de produção e utilização, não libera ou libera poucos gases
ou resíduos que agravam o aquecimento global.</p>
<p>Sobre o ciclo de produção e utilização do etanol - que pode ser considerado uma fonte de energia limpa - é
correto afirmar que, durante</p>","a sua utilização em motores, ocorre a emissão de clorofila na atmosfera, o que purifica o ar.","a sua utilização em motores, ocorre a retenção total do CO<sub>2</sub> pela água residual da queima desse combustível.","a fase de crescimento dos vegetais, que são a matéria-prima da qual é extraído esse combustível, ocorre a absorção do CO<sub>2</sub>","a queima desse combustível, ocorre a produção de O<sub>2</sub> , elemento fundamental para o crescimento dos vegetais.","a queima desse combustível, evita-se a emissão de qualquer resíduo poluente.",c,,Etec,2010,10,M,3,"energia limpa, emissão de gases, etanol, biocombustíveis, queima de combustível"
Mupi,n,"<p>No capitalismo avançado, objetos úteis que poderiam perfeitamente ser usados por muito tempo, se não fossem programados material ou “culturalmente” para durarem pouco e serem rapidamente trocados (de geladeiras a mobílias, do vestuário à webcam, do celular à sacola de plástico), levam a enormes custos materiais, energéticos e humanos. Além disso, bugigangas com utilidade altamente duvidosa são produzidas aos milhões.</p><p>Uma verdadeira ecologia da produção pressupõe, hoje, exatamente o oposto: deter a produção em massa desse tipo; parar com os ritmos frenéticos de trabalho sem sentido e eliminar a produção de mercadorias inúteis e mortíferas que só servem à manutenção de um sistema, em última análise, destrutivo. Produzir, então, segundo a utilidade social, em ritmos conscientes, determinados pelas necessidades humanas.<p><p><small>(Adaptado de: CUNHA, Daniel. “Y€$! Nós somos verdes!” Revista Sinal de Menos, no 2, julho de 2009 www.sinaldemenos.org – Acesso em 30.10.2009.)</small></p>","<p>Segundo as ideias principais do texto, é válido afirmar que</p>","objetos atuais, como celulares e webcams, deveriam ser fabricados em massa para minimizar os custos so-
cioambientais.","uma produção econômica e ecológica é, no fundo, quase impossível, pois qualquer tipo de produção fabricará produtos para durarem pouco.","uma produção ecológica sustentável e mais humana requer um modelo de produção e consumo, realizado
segundo objetivos que não visem apenas ao lucro.","em geral os produtos fabricados servem muito pouco à manutenção do sistema capitalista mundial, pois são feitos para a degradação da natureza e dos homens.","alguns dos produtos feitos segundo a lógica capitalista provocam pequenos gastos socioambientais, pois são
produzidos com pouca matéria-prima e baixos salários.",c,,Etec,2010,"5, 6",M,3,"capitalismo, indústria, obsolescência programada, produção em massa, desperdício, sustentabilidade"
Mupi,s,etec-2010/img045.png,<p>A leitura do texto permite afirmar que</p>,o Estado procurou administrar o meio ambiente utilizando principalmente recursos internos.,o regime militar tomou várias medidas que impediram a utilização dos recursos naturais.,o regime militar utilizou a questão ambiental como forma de atrair o capital internacional.,o movimento ecológico surgiu num momento em que o regime militar era mais democrático.,o capital financeiro internacional se uniu ao movimento ecológico contra o regime militar.,c,,Etec,2010,5,M,3,"ditadura militar, política externa, meio ambiente"
Mupi,,,"<p>Com uma consciência ecoprática, ativistas do Greenpeace e do Partido Humanista realizaram, em agosto
de 2009, uma manifestação em frente ao parlamento em Budapeste, na Hungria. O ato relembra o dia que
um clarão de mil sóis abateu a cidade japonesa de Hiroshima, em 1945. Um clarão trazendo consigo uma
destruição nunca vista em lugar algum, matando e ferindo pessoas indiscriminadamente e causando sérios
impactos ambientais provocados, principalmente, por</p>",fusão de compostos orgânicos.,gases−estufa.,produtos vulcânicos.,materiais radioativos.,metais pesados.,d,,Etec,2010,5,E,3,"bomba de Hiroshima, 1945, manifestação, Greenpeace, segunda guerra mundial, radiação"
Mupi,,,"<p>Todos precisam colaborar para enfrentar a poluição sonora, por exemplo, não acelerando o carro quando
parado e evitando o uso da buzina; falando em tom moderado, principalmente em ambientes fechados e
controlando o volume do som em automóveis, residências, parques e ruas.</p>
<p>Segundo a OMS (Organização Mundial de Saúde), estudos provam que o nível sonoro até 55 decibels não
causa prejuízo à audição das pessoas.</p>
<p>No entanto, dependendo do tempo de exposição acima do valor de 55 decibels, o indivíduo pode ter problemas
auditivos, que se agravarão conforme ele se submeta a níveis sonoros mais intensos. Assim, constata-se que
uma exposição repentina a níveis sonoros superiores a 140 decibels pode provocar ruptura do tímpano e danos
à orelha média.</p>
<p>Assinale a alternativa correta sobre a audição ou sobre os efeitos negativos da poluição sonora nos seres
humanos.</p>","Uma das maneiras de diminuir os efeitos negativos da poluição sonora é estabelecer, nos centros urbanos, um padrão aceitável em torno de 140 decibels.","Quando intensidades sonoras de 55 decibels vibram o ar dentro do canal da orelha externa, o tímpano não é estimulado e os sons não são percebidos.",Quem ouve constantemente música acima do limite seguro está sujeito a danos irreversíveis às células sensoriais auditivas.,"Os níveis sonoros muito altos estimulam uma produção exagerada de cera na tuba auditiva, o que induz à degeneração do tímpano e dos canais semicirculares.","Em casos de níveis sonoros muito intensos, o sistema nervoso envia estímulos de autoproteção para que o
tímpano fique mais rígido e a transmissão dos sons aumente.",c,,Etec,2010,8,M,3,"poluição sonora, nível sonoro, decibels, limite de nível sonoro"
Mupi,,,"<p>Os manuais de aparelhos celulares recomendam que estes permaneçam distantes do corpo por pelo menos
2,5 cm, pois a Organização Mundial de Saúde (OMS) divulgou um relatório sobre o impacto, na saúde
humana, da radiação emitida por estes aparelhos, informando que os sinais emitidos por eles conseguem
penetrar até 1 cm nos tecidos humanos, provocando um aumento de temperatura.</p>
<p>Considere que:</br>
• os sinais emitidos pelos celulares têm, em média, potência de 0,5 W e são gerados apenas durante o uso
do telefone;</br>
• 1 W (um watt) = 1 J/s ( um joule de energia por segundo);</br>
• o calor específico da água vale 4,2 J/g°C, ou seja, são necessários 4,2 J para variar em 1<sup>o</sup>C a temperatura
de 1 g de água.</p>
<p>Supondo que a radiação emitida por um desses aparelhos seja usada para aquecer 100 g de água e que apenas
50% da energia emitida pelo celular seja aproveitada para tal, o tempo necessário para elevar a temperatura
dessa quantidade de água de 1<sup>o</sup>C será de</p>",10 min.,19 min.,23 min.,28 min.,56 min.,d,,Etec,2010,9,H,3,"calor, temperatura, energia, potência"
Mupi,s,etec-2010/img046.png,"<p>Pela leitura do texto, é correto afi rmar que o autor</p>","reconhece que os animais citados são imprescindíveis à sobrevivência humana, embora para isso tenham de ser mortos.","enumera animais que estão em risco de extinção por causa da caça esportiva, que não tem fi scalização no
país.","argumenta que as pessoas deveriam optar pela alimentação vegetariana, que exclui o consumo de carne
vermelha.","constata que, dos animais mencionados, a tartaruga-marinha e o texugo são aqueles que fornecem bens
essenciais à nossa sobrevivência.","critica a utilização injustifi cável de animais para atender a prazeres desnecessários e à vaidades dos
indivíduos.",e,,Etec,2010,2,M,3,"Interpretação de texto, interpretação, animais, narração, microconto, Carlos Drummond de Andrade"
Mupi,s,etec-2010/img046.png,"<p>Interpretando o trecho −<em> ... se você <strong>quiser</strong> pintar a
parede de seu quarto, <strong>escolha</strong> pincel de texugo.
<strong>Parece</strong> que é ótimo.</em> − os verbos destacados
evidenciam, respectivamente, as ideias de","advertência, incerteza e descrença.","conselho, avaliação e convicção.","hipótese, convicção e incerteza.","suposição, dúvida e advertência.","desejo, conselho e certeza.",c,,Etec,2010,2,M,3,"verbo, semântica, semântica verbal, modo verbal, interpretação de texto, Carlos Drummond de Andrade"
Mupi,s,etec-2010/img046.png,"<p>Em – <em>Arturzinho objetou que, no futuro, pretende
usar barbeador elétrico. Além do mais, não gostaria
de pelar o texugo, uma vez que devemos gostar
dele... </em>− há, em relação à exposição da professora:",uma solicitação à mestra.,um equívoco por parte do aluno.,um comentário redundante.,um contra-argumento ao que foi dito.,uma observação irrelevante.,d,,Etec,2010,2,E,3,"Interpretação de texto, interpretação, animais, narração, microconto, trecho, Carlos Drummond de Andrade"
Mupi,s,etec-2010/img046.png,"<p>Com base na interpretação do texto, identifica-se
uma oposição entre as ideias em:</p>","Na sala, estampas coloridas mostram animais de todos os feitios.",Eles têm direito à vida como nós e além disso são muito úteis.,E também fornece pelo para os pincéis de barba.,"O casco serve para fabricar pentes, cigarreiras, tanta coisa...",Então você tira o peixe da goela do biguá.,b,,Etec,2010,2,E,3,"interpretação de texto, interpretação, ideia de oposição, microconto, animais, narração, Carlos Drummond de Andrade"
Mupi,s,etec-2010/img046.png,"<p>Os <strong>verbos de elocução</strong> são aqueles que introduzem
as falas das personagens, como aparece em: <em>Por
isso eu <strong>digo</strong>: devemos amar os animais e não
maltratá-los de jeito nenhum.</em></p>
<p>Sabendo disso, assinale a alternativa em que
os verbos de elocução completam, correta e
respectivamente, as situações apresentadas.</p>
<p>• O técnico, nervoso e descontrolado, __________
para o time:
− Joguem com mais garra, seus preguiçosos!</p>
<p>• Para não perturbar o bebê que dormia, a mãe
__________ à filha maior:
− Vamos sair do quarto sem fazer barulho...</p>
<p>• Desesperado pelo medo de perder o emprego, o
rapaz _________ ao chefe:
− Por favor, reconsidere sua decisão.</p>",vociferou – sussurrou – implorou,vociferou – sussurrou – interrogou,ponderou – explicou – interrogou,ponderou – respondeu – inquiriu,inquiriu – respondeu – implorou,a,,Etec,2010,2,M,3,"interpretação, gramática, verbos de elocução, Carlos Drummond de Andrade"
Mupi,,,"<p>Para o filósofo iluminista J. J. Rousseau, o ambiente natural seria
extremamente abundante e acolhedor, a ponto de parecer ter sido
criado na medida exata para servir ao homem, particularmente em
termos de recursos alimentares. A preservação de si mesmo seria
uma das poucas preocupações, senão a única, do homem que
vivia no estado de natureza. No século XVIII, o chamado “homem
primitivo” era visto de forma negativa. Mas Rousseau via esse
homem como um ser ingênuo e puro, por isso ficou conhecido
como o filósofo do “Bom Selvagem”.</br>
(Adaptado: http://publique.rdc.puc-rio.br/revistaalceu/media/al-
ceu_n4_ Leopoldi.pdf Acesso em 27.08.2009.)</p>
<p>No pensamento de Rousseau, a relação primitiva
entre homem e natureza se caracterizava</p>",pelo conflito constante entre o Bom Selvagem e o meio ambiente à sua volta.,"pela exploração, por grupos humanos, dos recursos naturais que eram insuficientes.","pela dificuldade de sobrevivência para o homem primitivo, no ambiente natural.","pela destruição, já que o Bom Selvagem precisava explorar a natureza para sobreviver.","pelo equilíbrio, pois a natureza trazia o necessário ao sustento do Bom Selvagem.",e,,Etec,2010,"5, 2",M,3,"interpretação de texto, Rousseau, o bom selvagem, iluminismo, europa, século XVIII, homem e natureza"
